@@@0001	sound	cmpci	CMD8338	C3D Audio	HAS_OPL3|HAS_DMA16
SRC01FB	unknown	unknown	ShamRock	C507	unknown
SRC0239	unknown	unknown	ShamRock	M569	unknown
SRC02BF	unknown	unknown	ShamRock	C703	unknown
SRC02C1	unknown	unknown	ShamRock	C705	unknown
SRC02C2	unknown	unknown	ShamRock	C706	unknown
SRC0301	unknown	unknown	ShamRock	M769	unknown
SRC057E	unknown	unknown	ShamRock	SRC1406	unknown
SRC057F	unknown	unknown	ShamRock	SRC1407	unknown
SRC05DE	unknown	unknown	ShamRock	SRC1502	unknown
SRC05E1	unknown	unknown	ShamRock	SRC1505	unknown
SRC05E3	unknown	unknown	ShamRock	SRC15O7	unknown
SRC06A6	unknown	unknown	ShamRock	SRC1702	unknown
SRC06A7	unknown	unknown	ShamRock	SRC1703	unknown
SRC06A9	unknown	unknown	ShamRock	SRC1705	unknown
SRC06AA	unknown	unknown	ShamRock	SRC1706	unknown
SRC07D2	unknown	unknown	ShamRock	SRC2002	unknown
SRC0836	unknown	unknown	ShamRock	SRC2102	unknown
SSC0000	modem	unknown	Sierra	14,4k SQ3228	unknown
SSC0001	modem	unknown	Sierra	14,4k SQ3262	unknown
SUP0980	modem	unknown	Diamon	SupraFAXModem V.32bis PnP	unknown
SUP1150	modem	unknown	Diamond	SupraExpress 144 Plus PnP	unknown
SUP1200	modem	unknown	Diamond	SupraFAXModem 288 PnP	unknown
SUP1230	modem	unknown	Diamond	SupraExpress 144i PnP	unknown
SUP1250	modem	unknown	Diamond	SupraExpress 288	unknown
SUP1330	modem	unknown	Diamond	SupraSonic 288V+ PnP	unknown
SUP1620	modem	unknown	Diamond	SupraExpress 336i Sp ASVD	unknown
SUP1670	modem	unknown	Diamond	SupraExpress 336i Voice	unknown
SUP2490	modem	unknown	Diamond	SupraExpress	unknown
SVE0001	unknown	unknown	SVEC	FD0421 EtherPlug-ISA	unknown
SZV4953	ethernet	ne	OvisLink	NE-2000 Compatible Ethernet NIC	unknown
TAT1F65	unknown	unknown	Tatung	Intelliscan TM651x	unknown
TAT1F67	unknown	unknown	Tatung	Intelliscan TM671x	unknown
TAT2F44	unknown	unknown	Tatung	Intelliscan TM442x	unknown
TAT2F45	unknown	unknown	Tatung	Intelliscan TM452x	unknown
TAT434D	unknown	unknown	Tatung	CM-17MC	unknown
TAT4855	unknown	unknown	Tatung	CM-14UH	unknown
TCI00D0	unknown	unknown	Tulip	NCC-16 ISA+	unknown
TCJA001	unknown	unknown	Teac	4x CD-ROM Drive with 8-bit Card	unknown
TCJA002	unknown	unknown	Teac	4x CD-ROM Drive with 16-bit Card	unknown
TCB5091	ethernet	3c509	3Com	3c590B Combo ISA-PnP	unknown
TCM5090	ethernet	3c509	3Com	EtherLink III ISA (3C509-TP)	unknown
TCM5091	ethernet	3c509	3Com	EtherLink III ISA (3C509)	unknown
TCM5092	ethernet	3c509	3Com	EtherLink III EISA (3C579-TP)	unknown
TCM5093	ethernet	3c509	3Com	EtherLink III EISA (3C579)	unknown
TCM5094	ethernet	3c509	3Com	EtherLink III ISA (3C509-Combo)	unknown
TCM5095	ethernet	3c509	3Com	EtherLink III ISA (3C509-TPO)	unknown
TCM5098	ethernet	3c509	3Com	509B Ethernet Card	unknown
TCM5920	unknown	unknown	3Com	Etherlink III EISA BM	Ethernet	unknown
TCM5970	unknown	unknown	3Com	Fast Etherlink 10/100Mb EISA BM Ethernet	unknown
TCM6190	unknown	unknown	3Com	3C619B Network Adapter	unknown
TCM619B	unknown	unknown	3Com	TokenLink III ISA (3C619B)	unknown
TCM619C	unknown	unknown	3Com	3C619C Network Adapter	unknown
TCM7700	unknown	unknown	3Com	3C770 FDDI Adapter	unknown
TCO4145	unknown	unknown	Thomas-Conrad	Token Ring TC4145	unknown
TER2211	unknown	unknown	Terratec	Soundsystem BASE 1/???	unknown
TEX0011	unknown	unknown	Texas Instruments	33600/Fax	unknown
TEX1100	unknown	unknown	Texas Instruments	V.34+ Internal PnP FAX	unknown
TOS7400	unknown	unknown	Toshiba	AcuPoint	unknown
TRL0510	unknown	unknown	TRL/RIC	DH-1764	unknown
TRL061C	unknown	unknown	TRL/RIC	DL-1564	unknown
USC0140	unknown	unknown	UltraStor	14F ISA SCSI Host	unknown
USC0141	unknown	unknown	UltraStor	34F/34FA VESA SCSI Host	unknown
USC0142	unknown	unknown	UltraStor	14FB ISA SCSI Host	unknown
USC0143	unknown	unknown	UltraStor	34FB VESA SCSI Host	unknown
USC0240	unknown	unknown	UltraStor	24F/24FA EISA SCSI Host	unknown
USC1240	unknown	unknown	UltraStor	124F EISA SCSI Disk Array	unknown
USR0000	modem	unknown	USR	Sportster 14.4 FAX	unknown
USR0002	modem	unknown	USR	Sportster 33.6 FAX	unknown
USR0006	modem	unknown	USR	Sportster 33600 FAX/Voice Int	unknown
USR0007	modem	unknown	USR	Sportster Voice 33600 Fax	unknown
USR0011	modem	unknown	USR	Sportster Voice 33600 Fax	unknown
USR2050	modem	unknown	USR Sportster	Voice 56k	unknown
USR2070	modem	unknown	USR Sportster	Voice 56k internal	unknown
USR3030	modem	unknown	USR Sportster	Voice 56k	unknown
USR3031	modem	unknown	USR Sportster	Voice 56k faq	unknown
USR3070	modem	unknown	USR	Robotics	36k Voice internal	nknown
USR3090	modem	unknown	USR Robotics	56K Voice Internal PnP	unknown
VDM0469	unknown	unknown	Vadem	PCIC compatible PnP PCMCIA	unknown
VSC0C00	unknown	unknown	ViewSonic	17GS	unknown
VSC0C0F	unknown	unknown	ViewSonic	17PS	unknown
VSC0C1F	unknown	unknown	ViewSonic	17GA	unknown
VSC1600	unknown	unknown	ViewSonic	21PS	unknown
VSC2601	unknown	unknown	ViewSonic	15GS	unknown
VSC3141	unknown	unknown	ViewSonic	14ES	unknown
VSC3145	unknown	unknown	ViewSonic	15GS	unknown
VSC3245	unknown	unknown	ViewSonic	15GA	unknown
VSC3254	unknown	unknown	ViewSonic	PJ800	unknown
VSC3345	unknown	unknown	ViewSonic	E655	unknown
VSC3351	unknown	unknown	ViewSonic	PT810	unknown
VSC3441	unknown	unknown	ViewSonic	E641	unknown
VSC3445	unknown	unknown	ViewSonic	E51	unknown
VSC3451	unknown	unknown	ViewSonic	PT810	unknown
VSC3541	unknown	unknown	ViewSonic	VP140	unknown
VSC354A	unknown	unknown	ViewSonic	PF770	unknown
VSC354D	unknown	unknown	ViewSonic	GT800	unknown
VSC3551	unknown	unknown	ViewSonic	P810	unknown
VSC3552	unknown	unknown	ViewSonic	P810-E	unknown
VSC3553	unknown	unknown	ViewSonic	P810-A	unknown
VSC3641	unknown	unknown	ViewSonic	E641-2	unknown
VSC3644	unknown	unknown	ViewSonic	15GA	unknown
VSC3645	unknown	unknown	ViewSonic	G653	unknown
VSC3646	unknown	unknown	ViewSonic	15GA	unknown
VSC364A	unknown	unknown	ViewSonic	PT770	unknown
VSC3651	unknown	unknown	ViewSonic	P815	unknown
VSC3741	unknown	unknown	ViewSonic	E41	unknown
VSC3744	unknown	unknown	ViewSonic	15G	unknown
VSC3745	unknown	unknown	ViewSonic	E655-2	unknown
VSC374D	unknown	unknown	ViewSonic	G800	unknown
VSC3751	unknown	unknown	ViewSonic	G810	unknown
VSC3844	unknown	unknown	ViewSonic	15ES	unknown
VSC3845	unknown	unknown	ViewSonic	VP150	unknown
VSC384A	unknown	unknown	ViewSonic	17EA	unknown
VSC384D	unknown	unknown	ViewSonic	G790	unknown
VSC3851	unknown	unknown	ViewSonic	PT810-3	unknown
VSC3941	unknown	unknown	ViewSonic	VPA145	unknown
VSC3945	unknown	unknown	ViewSonic	VPL150	unknown
VSC394A	unknown	unknown	ViewSonic	17GS	unknown
VSC4141	unknown	unknown	ViewSonic	VPA138	unknown
VSC4145	unknown	unknown	ViewSonic	GA655	unknown
VSC414D	unknown	unknown	ViewSonic	P795	unknown
VSC4151	unknown	unknown	ViewSonic	PT813	unknown
VSC4241	unknown	unknown	ViewSonic	VP133	unknown
VSC4244	unknown	unknown	ViewSonic	EA771B	unknown
VSC4245	unknown	unknown	ViewSonic	P655	unknown
VSC424A	unknown	unknown	ViewSonic	GT770	unknown
VSC4345	unknown	unknown	ViewSonic	VPA150	unknown
VSC434A	unknown	unknown	ViewSonic	17PS	unknown
VSC4439	unknown	unknown	ViewSonic	15GS	unknown
VSC444A	unknown	unknown	ViewSonic	17GA	unknown
VSC4637	unknown	unknown	OptiQuest	1769DC	unknown
VSC474A	unknown	unknown	ViewSonic	PT775	unknown
VSC4851	unknown	unknown	ViewSonic	P810-3	unknown
VSC4951	unknown	unknown	ViewSonic	G810-2	unknown
VSC4B4A	unknown	unknown	ViewSonic	GT775	unknown
VSC4C4A	unknown	unknown	ViewSonic	G771	unknown
VSC4D4A	unknown	unknown	ViewSonic	EA771	unknown
VSC4E4A	unknown	unknown	ViewSonic	E71	unknown
VSC504A	unknown	unknown	ViewSonic	P775	unknown
VSC5135	unknown	unknown	ViewSonic	P810	unknown
VSC514A	unknown	unknown	ViewSonic	GA771	unknown
VSC5235	unknown	unknown	ViewSonic	P810-ER	unknown
VSC524A	unknown	unknown	ViewSonic	G773	unknown
VSC564A	unknown	unknown	ViewSonic	E771	unknown
VSC594A	unknown	unknown	ViewSonic	GS771	unknown
VSC5A4A	unknown	unknown	ViewSonic	PT771	unknown
WDC2001	unknown	unknown	Western Digital	7000EX EISA SCSI Host	unknown
WTC00A1	unknown	unknown	WEN	JD093A	unknown
WTC00A3	unknown	unknown	WEN	JD103A	unknown
WTC00A7	unknown	unknown	WEN	JD144/US144	unknown
WTC00AA	unknown	unknown	WEN	WD145L/US145L	unknown
WTC00AD	unknown	unknown	WEN	WD145S/US145S	unknown
WTC00B1	unknown	unknown	WEN	JD156/US156G	unknown
WTC00B3	unknown	unknown	WEN	JD156H/US156H	unknown
WTC00B7	unknown	unknown	WEN	WD156S/US156F	unknown
WTC00BA	unknown	unknown	WEN	JD176/US176	unknown
WTC00BD	unknown	unknown	WEN	WD176L/US176L	unknown
WTC00C1	unknown	unknown	WEN	WD176LE/US176LE	unknown
WTC00C3	unknown	unknown	WEN	JK1775	unknown
WTC00C7	unknown	unknown	WEN	JD178/US178	unknown
WTC00CA	unknown	unknown	WEN	JK2060/2066	unknown
WTC00CD	unknown	unknown	WEN	WD208S/US208S	unknown
WTC00D1	unknown	unknown	WEN	WD218M/US218M	unknown
WYS0001	unknown	unknown	WYSE	WY-17E	unknown
WYS0003	unknown	unknown	WYSE	WY-15E	unknown
YMH0001	unknown	unknown	Yamaha	OPL3-SA Sound Controller	unknown
YMH0002	unknown	unknown	Yamaha	OPL3-SA Sound Blaster Playback System	unknown
YMH0003	unknown	unknown	Yamaha	OPL3-SA Windows Sound System CODEC	unknown
YMH0004	unknown	unknown	Yamaha	OPL3-SA FM Synthesizer	unknown
YMH0005	unknown	unknown	Yamaha	OPL3-SA MPU401	unknown
YMH0006	joystick	unknown	Yamaha	OPL3-SA Game Port	unknown
YMH0007	sound	opl3sa	Yamaha	OPL3-SA Sound System	HAS_OPL3
YMH000F	unknown	unknown	Yamaha	OPL3-SA Legacy Board	unknown
YMH0020	sound	sb	Yamaha	XWAVE Direct 128	HAS_OPL3
YMH0021	sound	opl3sa2	Yamaha	OPL3-SAx Sound System	HAS_OPL3|HAS_DMA16|HAS_MPU401
YMH0022	joystick	unknown	Yamaha	OPL3-SAx GamePort	unknown
YMH0023	unknown	unknown	Yamaha	OPL3-SAx COM Port	unknown
YMH0024	ide	unknown	Yamaha	OPL3-SAx IDE	unknown
YMH002F	unknown	unknown	Yamaha	OPL3-SAx (Reserved)	unknown
YMH0800	sound	opl3sa2	Yamaha	OPL3-SA2	HAS_OPL3|HAS_DMA16|HAS_MPU401
ZDS2000	unknown	unknown	Zenith	SCSI/IDE/Floppy EISA	unknown
ZDS2010	unknown	unknown	Zenith	EISA IDE Controller	unknown
ZTIa001	modem	unknown	Zoom	Internal V90 Faxmodem	unknown
ZYX0100	modem	ignore	ZyXEL	E2864 V 1.18	IS_SERIAL
ZYX0FFF	modem	ignore	ZyXEL	omni.net LCD PLUS V 1.02	IS_SERIAL
